Cherry Tart,Raspberry Cookie,Apricot Danish,,,,,
Coffee Eclair,Orange Juice,,,,,,
Gongolais Cookie,Blueberry Danish,Lemon Lemonade,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Cheese Croissant,Orange Juice,,,,,,
Lemon Cake,Opera Cake,Apple Pie,Blueberry Tart,Chocolate Tart,Gongolais Cookie,Cherry Soda,
Vanilla Eclair,Apricot Tart,Apricot Danish,Lemon Lemonade,,,,
Strawberry Cake,Truffle Cake,Napoleon Cake,Blueberry Tart,Apple Croissant,Almond Twist,Orange Juice,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Lemon Cake,Apple Danish,Almond Twist,,,,,
Casino Cake,Vanilla Eclair,Apple Tart,Marzipan Cookie,Tuile Cookie,,,
Lemon Cake,Lemon Cookie,Walnut Cookie,Hot Coffee,,,,
Chocolate Cake,Chocolate Coffee,,,,,,
Gongolais Cookie,Marzipan Cookie,Walnut Cookie,Orange Juice,,,,
Chocolate Cake,,,,,,,
Orange Juice,,,,,,,
Gongolais Cookie,Raspberry Cookie,Walnut Cookie,Orange Juice,,,,
Strawberry Cake,Napoleon Cake,Lemon Lemonade,,,,,
Orange Juice,,,,,,,
Pecan Tart,Gongolais Cookie,Orange Juice,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Lemon Cake,Almond Twist,,,,,,
Blueberry Tart,Chocolate Tart,Almond Twist,,,,,
Lemon Cake,Lemon Tart,Chocolate Coffee,,,,,
Truffle Cake,Gongolais Cookie,Almond Twist,,,,,
Apple Tart,Blackberry Tart,Gongolais Cookie,Chocolate Meringue,Apple Croissant,Apple Danish,Almond Twist,Cherry Soda
Truffle Cake,Gongolais Cookie,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Berry Tart,Blackberry Tart,Bottled Water,,,,,
Chocolate Cake,Chocolate Eclair,Blackberry Tart,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Truffle Cake,Napoleon Cake,Gongolais Cookie,Tuile Cookie,Apple Croissant,,,
Lemon Tart,Cheese Croissant,Almond Bear Claw,Orange Juice,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Almond Tart,Cherry Tart,Blueberry Danish,,,,,
Raspberry Cookie,Lemon Cookie,Cheese Croissant,Orange Juice,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Cherry Tart,Chocolate Coffee,,,,,,
Opera Cake,Blueberry Tart,Cherry Tart,Ganache Cookie,Apricot Danish,Blueberry Danish,,
Strawberry Cake,Napoleon Cake,Marzipan Cookie,Almond Croissant,Green Tea,,,
Hot Coffee,Cherry Soda,,,,,,
Apple Tart,Almond Croissant,Apple Croissant,Apple Danish,Cherry Soda,,,
Truffle Cake,Chocolate Eclair,Berry Tart,Blackberry Tart,Gongolais Cookie,Apple Croissant,Blueberry Danish,
Blackberry Tart,Tuile Cookie,,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Cake,Apple Croissant,Apricot Croissant,,,,,
Truffle Cake,Raspberry Cookie,Apricot Croissant,Orange Juice,Single Espresso,,,
Almond Croissant,Cheese Croissant,Almond Bear Claw,Lemon Lemonade,Orange Juice,,,
Opera Cake,Almond Bear Claw,,,,,,
Opera Cake,Chocolate Eclair,Coffee Eclair,Apple Croissant,Chocolate Coffee,,,
Chocolate Cake,Casino Cake,Chocolate Eclair,Chocolate Coffee,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Lemon Cake,Cherry Tart,,,,,,
Lemon Cake,Opera Cake,Pecan Tart,Walnut Cookie,,,,
Lemon Cake,Strawberry Cake,Lemon Tart,Chocolate Coffee,,,,
Apple Pie,Lemon Cookie,Chocolate Coffee,,,,,
Chocolate Cake,Cherry Tart,Almond Croissant,Blueberry Danish,,,,
Apricot Tart,Blueberry Tart,Apricot Croissant,Orange Juice,Hot Coffee,Chocolate Coffee,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Chocolate Cake,Pecan Tart,Single Espresso,,,,,
Blueberry Tart,Almond Croissant,,,,,,
Lemon Cake,Almond Tart,Marzipan Cookie,Chocolate Coffee,,,,
Chocolate Cake,Strawberry Cake,Truffle Cake,Apple Tart,Bottled Water,Cherry Soda,,
Strawberry Cake,Almond Croissant,Chocolate Coffee,,,,,
Strawberry Cake,Napoleon Cake,Bottled Water,,,,,
Blueberry Tart,Apricot Croissant,Apple Danish,Hot Coffee,,,,
Casino Cake,Napoleon Cake,Berry Tart,Bottled Water,,,,
Truffle Cake,Gongolais Cookie,Marzipan Cookie,,,,,
Ganache Cookie,Lemon Cookie,Apricot Croissant,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Gongolais Cookie,Cheese Croissant,Orange Juice,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Opera Cake,Truffle Cake,Cherry Tart,Apricot Danish,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Cherry Soda,,,,,,,
Coffee Eclair,Blackberry Tart,Raspberry Cookie,Almond Bear Claw,Single Espresso,,,
Blackberry Tart,Raspberry Cookie,Tuile Cookie,Walnut Cookie,,,,
Truffle Cake,Blackberry Tart,Apricot Croissant,Raspberry Lemonade,,,,
Vanilla Eclair,Berry Tart,Raspberry Cookie,Walnut Cookie,Almond Twist,Bottled Water,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Truffle Cake,Gongolais Cookie,Tuile Cookie,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Apple Pie,Tuile Cookie,Apple Croissant,,,,,
Almond Bear Claw,,,,,,,
Berry Tart,Bottled Water,,,,,,
Vanilla Eclair,Almond Tart,Apple Pie,Cherry Tart,Vanilla Meringue,Almond Croissant,Chocolate Coffee,Cherry Soda
Cheese Croissant,Orange Juice,,,,,,
Truffle Cake,Almond Tart,Apricot Croissant,,,,,
Vanilla Eclair,Apricot Croissant,,,,,,
Marzipan Cookie,Tuile Cookie,Apricot Danish,,,,,
Chocolate Cake,Blueberry Tart,Pecan Tart,Marzipan Cookie,,,,
Chocolate Tart,Chocolate Croissant,Orange Juice,Vanilla Frappuccino,,,,
Strawberry Cake,Apricot Tart,Blueberry Tart,Cherry Tart,Chocolate Meringue,Vanilla Meringue,Marzipan Cookie,Tuile Cookie
Blackberry Tart,Cherry Tart,Marzipan Cookie,Raspberry Lemonade,,,,
Apple Pie,Apple Croissant,Blueberry Danish,Orange Juice,,,,
Lemon Cake,Lemon Tart,,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Lemon Cake,Tuile Cookie,Lemon Lemonade,,,,,
Truffle Cake,Chocolate Eclair,Cherry Tart,Walnut Cookie,Apricot Croissant,Orange Juice,Green Tea,Vanilla Frappuccino
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Truffle Cake,Gongolais Cookie,Tuile Cookie,,,,,
Lemon Cake,Strawberry Cake,Truffle Cake,Napoleon Cake,Chocolate Tart,Marzipan Cookie,,
Vanilla Meringue,Marzipan Cookie,Tuile Cookie,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Coffee Eclair,Apple Pie,Marzipan Cookie,Almond Twist,Hot Coffee,,,
Strawberry Cake,Marzipan Cookie,Tuile Cookie,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Marzipan Cookie,,,,,,,
Apple Tart,,,,,,,
Napoleon Cake,Chocolate Tart,Cherry Tart,Raspberry Cookie,Bottled Water,,,
Truffle Cake,Apple Tart,Gongolais Cookie,Cheese Croissant,Orange Juice,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Chocolate Cake,Apricot Tart,Raspberry Cookie,Raspberry Lemonade,,,,
Chocolate Cake,Lemon Cake,Lemon Tart,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Gongolais Cookie,Almond Twist,,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Chocolate Cake,Casino Cake,Cherry Tart,Chocolate Coffee,,,,
Coffee Eclair,Apple Pie,Chocolate Meringue,Almond Twist,,,,
Lemon Cake,Opera Cake,Lemon Tart,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Lemon Cookie,Walnut Cookie,Apricot Croissant,,,,,
Casino Cake,Opera Cake,Coffee Eclair,Ganache Cookie,Chocolate Croissant,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Berry Tart,Chocolate Croissant,Bottled Water,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Coffee Eclair,Almond Tart,Ganache Cookie,Almond Twist,Blueberry Danish,Raspberry Lemonade,Vanilla Frappuccino,
Almond Tart,Lemon Tart,Cheese Croissant,Apple Danish,Orange Juice,Vanilla Frappuccino,,
Truffle Cake,Gongolais Cookie,Almond Bear Claw,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Cheese Croissant,Apple Danish,Orange Juice,,,,,
Lemon Cake,Truffle Cake,Vanilla Eclair,Gongolais Cookie,Single Espresso,,,
Almond Tart,Apple Pie,Apple Tart,,,,,
Apricot Tart,Ganache Cookie,Chocolate Meringue,,,,,
Coffee Eclair,Blackberry Tart,Pecan Tart,Single Espresso,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Lemon Cake,Opera Cake,Cherry Tart,Gongolais Cookie,Almond Croissant,Apricot Danish,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Apple Pie,,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Ganache Cookie,Apricot Croissant,Hot Coffee,,,,,
Vanilla Eclair,Apple Tart,Blackberry Tart,Cherry Tart,Almond Twist,Raspberry Lemonade,Green Tea,
Berry Tart,Bottled Water,,,,,,
Lemon Cake,Truffle Cake,Vanilla Eclair,Almond Croissant,Almond Bear Claw,Lemon Lemonade,,
Truffle Cake,Blueberry Tart,Gongolais Cookie,Lemon Cookie,Vanilla Meringue,Almond Bear Claw,,
Truffle Cake,Gongolais Cookie,,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Berry Tart,Blueberry Danish,Bottled Water,Chocolate Coffee,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Coffee Eclair,Lemon Tart,,,,,,
Casino Cake,Coffee Eclair,Gongolais Cookie,Almond Twist,,,,
Apricot Tart,Apple Danish,,,,,,
Napoleon Cake,Vanilla Meringue,,,,,,
Coffee Eclair,Blackberry Tart,,,,,,
Cheese Croissant,,,,,,,
Vanilla Eclair,Apricot Danish,Almond Twist,,,,,
Chocolate Cake,Casino Cake,Orange Juice,Chocolate Coffee,,,,
Lemon Cake,Berry Tart,Lemon Tart,Ganache Cookie,,,,
Pecan Tart,Chocolate Meringue,Almond Twist,,,,,
Truffle Cake,Apricot Tart,Gongolais Cookie,,,,,
Apricot Tart,Gongolais Cookie,Orange Juice,,,,,
Vanilla Eclair,Apple Tart,Blueberry Tart,Ganache Cookie,Marzipan Cookie,,,
Truffle Cake,Gongolais Cookie,Walnut Cookie,,,,,
Berry Tart,Blueberry Tart,Gongolais Cookie,Apricot Croissant,Chocolate Croissant,,,
Lemon Cake,Truffle Cake,Pecan Tart,Ganache Cookie,Marzipan Cookie,Tuile Cookie,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Meringue,Apricot Croissant,Vanilla Frappuccino,,,,,
Chocolate Cake,Gongolais Cookie,Orange Juice,,,,,
Apple Tart,Chocolate Coffee,,,,,,
Berry Tart,Bottled Water,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Coffee Eclair,Chocolate Croissant,Apricot Danish,Raspberry Lemonade,,,,
Apricot Tart,Chocolate Meringue,Almond Bear Claw,,,,,
Strawberry Cake,Lemon Lemonade,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Blueberry Danish,Lemon Lemonade,Orange Juice,Green Tea,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Blackberry Tart,Chocolate Croissant,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Cheese Croissant,Orange Juice,,,,,,
Opera Cake,Blackberry Tart,Orange Juice,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Apple Croissant,Cheese Croissant,Orange Juice,,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Gongolais Cookie,,,,,,,
Lemon Cake,Lemon Tart,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Lemon Cake,,,,,,,
Coffee Eclair,Vanilla Eclair,Blackberry Tart,,,,,
Berry Tart,Apple Croissant,Orange Juice,Vanilla Frappuccino,,,,
Almond Tart,Chocolate Tart,Raspberry Cookie,Chocolate Meringue,Tuile Cookie,Chocolate Croissant,Chocolate Coffee,Cherry Soda
Vanilla Eclair,Blueberry Tart,Green Tea,,,,,
Cheese Croissant,Cherry Soda,,,,,,
Lemon Cake,Lemon Tart,Chocolate Croissant,,,,,
Strawberry Cake,Chocolate Eclair,Napoleon Cake,,,,,
Strawberry Cake,Napoleon Cake,Berry Tart,Chocolate Meringue,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Cheese Croissant,Orange Juice,,,,,,
Apple Tart,Apple Croissant,Apple Danish,Cherry Soda,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Berry Tart,Vanilla Meringue,Apricot Danish,,,,,
Chocolate Eclair,Almond Tart,Cherry Tart,Marzipan Cookie,Tuile Cookie,Chocolate Croissant,Single Espresso,
Gongolais Cookie,Chocolate Meringue,Blueberry Danish,Raspberry Lemonade,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Blueberry Tart,Ganache Cookie,Marzipan Cookie,Tuile Cookie,,,,
Chocolate Eclair,Gongolais Cookie,Walnut Cookie,Apricot Danish,Chocolate Coffee,Cherry Soda,,
Strawberry Cake,Ganache Cookie,Chocolate Croissant,Blueberry Danish,,,,
Coffee Eclair,Gongolais Cookie,Lemon Lemonade,,,,,
Coffee Eclair,Apple Pie,Blueberry Tart,Pecan Tart,Lemon Cookie,Chocolate Meringue,Almond Bear Claw,Green Tea
Vanilla Eclair,Vanilla Meringue,Tuile Cookie,Apple Danish,Almond Twist,Cherry Soda,,
Vanilla Eclair,Blueberry Tart,Single Espresso,,,,,
Tuile Cookie,Apple Croissant,Chocolate Croissant,Lemon Lemonade,,,,
Gongolais Cookie,Almond Twist,Orange Juice,,,,,
Coffee Eclair,Blackberry Tart,,,,,,
Casino Cake,Strawberry Cake,Cherry Tart,Chocolate Croissant,Lemon Lemonade,,,
Apple Croissant,Green Tea,,,,,,
Coffee Eclair,Almond Tart,Apricot Croissant,,,,,
Gongolais Cookie,Blueberry Danish,,,,,,
Apple Tart,Berry Tart,Lemon Tart,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,
Walnut Cookie,Chocolate Coffee,,,,,,
Ganache Cookie,Walnut Cookie,Almond Twist,Vanilla Frappuccino,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Strawberry Cake,Chocolate Eclair,Lemon Cookie,Vanilla Frappuccino,,,,
Apple Tart,,,,,,,
Blueberry Tart,Ganache Cookie,Tuile Cookie,Apricot Croissant,Hot Coffee,,,
Marzipan Cookie,Tuile Cookie,Blueberry Danish,,,,,
Chocolate Cake,Casino Cake,Blackberry Tart,Chocolate Coffee,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apricot Tart,Blackberry Tart,Apricot Croissant,Single Espresso,,,,
Lemon Cake,Napoleon Cake,Berry Tart,Bottled Water,,,,
Chocolate Tart,Raspberry Cookie,Walnut Cookie,Vanilla Frappuccino,,,,
Pecan Tart,Chocolate Meringue,Tuile Cookie,,,,,
Vanilla Meringue,Apricot Danish,,,,,,
Chocolate Cake,Strawberry Cake,Almond Croissant,,,,,
Chocolate Cake,,,,,,,
Opera Cake,Napoleon Cake,Walnut Cookie,,,,,
Vanilla Eclair,Apricot Tart,Walnut Cookie,Orange Juice,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Cheese Croissant,Orange Juice,Cherry Soda,Single Espresso,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Almond Tart,Vanilla Meringue,Chocolate Croissant,,,,,
Strawberry Cake,Berry Tart,Green Tea,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Apple Croissant,Green Tea,,,,,,
Berry Tart,Bottled Water,,,,,,
Raspberry Cookie,Apple Danish,,,,,,
Truffle Cake,Coffee Eclair,Napoleon Cake,Apple Pie,Pecan Tart,Marzipan Cookie,Almond Twist,Hot Coffee
Pecan Tart,Apple Danish,,,,,,
Lemon Cake,Strawberry Cake,Coffee Eclair,Blueberry Tart,Lemon Tart,Apple Danish,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Casino Cake,Chocolate Tart,Apricot Croissant,Almond Twist,,,,
Chocolate Cake,Strawberry Cake,Napoleon Cake,Apricot Tart,Almond Bear Claw,Vanilla Frappuccino,,
Tuile Cookie,,,,,,,
Berry Tart,Marzipan Cookie,Tuile Cookie,,,,,
Lemon Cake,,,,,,,
Apricot Tart,,,,,,,
Bottled Water,,,,,,,
Lemon Cake,Strawberry Cake,Raspberry Lemonade,Cherry Soda,,,,
Chocolate Croissant,Orange Juice,Green Tea,Hot Coffee,Chocolate Coffee,,,
Truffle Cake,Gongolais Cookie,Marzipan Cookie,Tuile Cookie,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Blackberry Tart,Lemon Tart,Ganache Cookie,Cheese Croissant,Apple Danish,Orange Juice,Hot Coffee,
Berry Tart,Pecan Tart,Almond Croissant,Almond Twist,Raspberry Lemonade,Bottled Water,,
Strawberry Cake,Napoleon Cake,,,,,,
Gongolais Cookie,,,,,,,
Casino Cake,Chocolate Eclair,Blueberry Tart,Cheese Croissant,,,,
Coffee Eclair,Blackberry Tart,Hot Coffee,Single Espresso,,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Casino Cake,Truffle Cake,Ganache Cookie,,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Cherry Tart,Raspberry Cookie,Apple Croissant,Apple Danish,Hot Coffee,,,
Chocolate Tart,Almond Croissant,Bottled Water,Cherry Soda,,,,
Chocolate Cake,Tuile Cookie,Walnut Cookie,,,,,
Blackberry Tart,Almond Bear Claw,Blueberry Danish,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,,,,
Berry Tart,Walnut Cookie,Apple Danish,Hot Coffee,Single Espresso,,,
Apple Pie,Blueberry Tart,Apple Danish,Orange Juice,,,,
Casino Cake,Strawberry Cake,Almond Tart,Cherry Tart,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Lemon Cake,Lemon Tart,,,,,,
Vanilla Eclair,Raspberry Cookie,Orange Juice,,,,,
Chocolate Cake,Vanilla Eclair,Apricot Tart,Blackberry Tart,Ganache Cookie,Vanilla Meringue,Marzipan Cookie,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Apple Pie,,,,,,,
Truffle Cake,Chocolate Eclair,Vanilla Eclair,Pecan Tart,Almond Bear Claw,,,
Vanilla Eclair,Blueberry Tart,,,,,,
Hot Coffee,Chocolate Coffee,,,,,,
Vanilla Eclair,Cherry Tart,Apple Croissant,Bottled Water,,,,
Chocolate Eclair,Coffee Eclair,Almond Twist,Raspberry Lemonade,,,,
Almond Tart,Chocolate Meringue,Marzipan Cookie,Apple Danish,Raspberry Lemonade,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Chocolate Cake,Chocolate Eclair,Apple Tart,,,,,
Chocolate Meringue,,,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Raspberry Cookie,Apricot Croissant,Cheese Croissant,Orange Juice,Cherry Soda,,,
Chocolate Cake,Truffle Cake,Apple Tart,Cheese Croissant,Bottled Water,,,
Chocolate Cake,Casino Cake,Chocolate Coffee,,,,,
Coffee Eclair,Blackberry Tart,Lemon Lemonade,Single Espresso,,,,
Apple Croissant,Blueberry Danish,,,,,,
Chocolate Cake,Apple Tart,Blackberry Tart,Lemon Tart,Walnut Cookie,Apple Croissant,Hot Coffee,
Berry Tart,Lemon Tart,Almond Bear Claw,Bottled Water,,,,
Lemon Cake,Cherry Tart,Lemon Tart,,,,,
Strawberry Cake,Napoleon Cake,Walnut Cookie,Apricot Croissant,,,,
Blueberry Tart,Chocolate Tart,Apricot Croissant,Hot Coffee,,,,
Napoleon Cake,Berry Tart,Chocolate Meringue,Apple Croissant,Apricot Danish,Apple Danish,Bottled Water,
Casino Cake,Single Espresso,,,,,,
Gongolais Cookie,Marzipan Cookie,,,,,,
Strawberry Cake,Apple Pie,,,,,,
Truffle Cake,Gongolais Cookie,Lemon Cookie,Chocolate Croissant,Blueberry Danish,Vanilla Frappuccino,,
Casino Cake,Blueberry Tart,Apricot Croissant,,,,,
Berry Tart,Ganache Cookie,Bottled Water,,,,,
Marzipan Cookie,Tuile Cookie,Apple Croissant,,,,,
Strawberry Cake,Apricot Tart,,,,,,
Gongolais Cookie,Cheese Croissant,Chocolate Croissant,Vanilla Frappuccino,,,,
Chocolate Tart,Apple Danish,Bottled Water,,,,,
Strawberry Cake,Cherry Soda,,,,,,
Blueberry Tart,Gongolais Cookie,Lemon Cookie,Green Tea,,,,
Lemon Cake,Lemon Tart,,,,,,
Truffle Cake,Blueberry Tart,Apricot Croissant,,,,,
Strawberry Cake,Apple Tart,Apricot Tart,Berry Tart,Gongolais Cookie,,,
Cherry Tart,Ganache Cookie,Gongolais Cookie,Bottled Water,,,,
Strawberry Cake,Apricot Tart,Chocolate Tart,Marzipan Cookie,Tuile Cookie,Lemon Lemonade,Green Tea,
Strawberry Cake,Napoleon Cake,Blackberry Tart,,,,,
Pecan Tart,Apple Croissant,,,,,,
Chocolate Cake,Napoleon Cake,Cherry Tart,Marzipan Cookie,Cheese Croissant,Chocolate Coffee,,
Strawberry Cake,Apple Tart,Tuile Cookie,Apple Croissant,Apple Danish,Blueberry Danish,Green Tea,
Apricot Croissant,Apple Danish,Green Tea,,,,,
Almond Tart,Marzipan Cookie,Tuile Cookie,Raspberry Lemonade,,,,
Lemon Cake,Lemon Tart,Apricot Croissant,Lemon Lemonade,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Cheese Croissant,Orange Juice,,,,,,
Blueberry Tart,Apricot Croissant,Hot Coffee,,,,,
Apple Tart,Apple Croissant,Apple Danish,,,,,
Strawberry Cake,Walnut Cookie,Apple Danish,Green Tea,,,,
Strawberry Cake,Lemon Tart,Apple Croissant,,,,,
Chocolate Cake,Casino Cake,Apple Danish,Chocolate Coffee,,,,
Lemon Tart,Apple Croissant,Hot Coffee,,,,,
Apricot Tart,Tuile Cookie,Cheese Croissant,Orange Juice,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Opera Cake,Truffle Cake,Almond Croissant,Blueberry Danish,Raspberry Lemonade,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Apple Tart,Tuile Cookie,Apple Danish,Single Espresso,,,,
Apple Danish,,,,,,,
Napoleon Cake,Gongolais Cookie,Chocolate Croissant,,,,,
Apple Pie,Blueberry Tart,Chocolate Croissant,Cherry Soda,,,,
Truffle Cake,Gongolais Cookie,Almond Twist,,,,,
Truffle Cake,Gongolais Cookie,,,,,,
Opera Cake,Strawberry Cake,Apricot Tart,Cherry Tart,Bottled Water,,,
Berry Tart,Blueberry Danish,Orange Juice,,,,,
Berry Tart,Bottled Water,,,,,,
Strawberry Cake,Napoleon Cake,Gongolais Cookie,,,,,
Marzipan Cookie,Tuile Cookie,,,,,,
Blueberry Tart,Apricot Croissant,,,,,,
Almond Tart,Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,
Almond Tart,Apple Pie,Almond Croissant,,,,,
Cheese Croissant,Orange Juice,,,,,,
Truffle Cake,Gongolais Cookie,Vanilla Meringue,Bottled Water,,,,
Apple Tart,,,,,,,
Almond Tart,Almond Croissant,Apple Croissant,Blueberry Danish,,,,
Berry Tart,Chocolate Tart,,,,,,
Coffee Eclair,Apple Pie,Apple Tart,Apricot Danish,Almond Twist,,,
Opera Cake,Cherry Tart,Apricot Danish,,,,,
Lemon Cake,Lemon Tart,Pecan Tart,,,,,
Berry Tart,Green Tea,Bottled Water,,,,,
Blackberry Tart,Ganache Cookie,Chocolate Meringue,Apple Croissant,Orange Juice,,,
Almond Tart,Cheese Croissant,Apricot Danish,Orange Juice,,,,
Strawberry Cake,Napoleon Cake,,,,,,
Chocolate Tart,Walnut Cookie,Vanilla Frappuccino,,,,,
Blackberry Tart,Vanilla Meringue,Single Espresso,,,,,
Blueberry Tart,Ganache Cookie,Apricot Croissant,Hot Coffee,,,,
Truffle Cake,Ganache Cookie,Almond Twist,,,,,
Coffee Eclair,Apple Pie,Almond Twist,Hot Coffee,,,,
Truffle Cake,Vanilla Eclair,Apricot Tart,,,,,
Casino Cake,Apple Tart,Blackberry Tart,Orange Juice,,,,
Truffle Cake,Chocolate Tart,Gongolais Cookie,Chocolate Croissant,Almond Twist,,,
Chocolate Tart,Chocolate Meringue,Walnut Cookie,Bottled Water,,,,
Lemon Cake,Lemon Tart,Apricot Danish,,,,,
Apricot Tart,Blackberry Tart,Lemon Cookie,,,,,
Truffle Cake,Almond Tart,Apple Tart,Single Espresso,,,,
Marzipan Cookie,Tuile Cookie,Raspberry Lemonade,,,,,
Raspberry Cookie,Lemon Cookie,Lemon Lemonade,Raspberry Lemonade,Green Tea,,,
Blueberry Tart,Gongolais Cookie,Apple Croissant,,,,,
Blueberry Tart,Cherry Tart,Tuile Cookie,Apple Croissant,,,,
Coffee Eclair,Blackberry Tart,Single Espresso,,,,,
Berry Tart,Chocolate Tart,Ganache Cookie,Almond Croissant,Blueberry Danish,,,
Casino Cake,Marzipan Cookie,Tuile Cookie,Almond Croissant,,,,
Chocolate Meringue,Almond Croissant,,,,,,
Lemon Lemonade,Chocolate Coffee,,,,,,
Strawberry Cake,Vanilla Eclair,Orange Juice,Cherry Soda,,,,
Apple Pie,Chocolate Meringue,Orange Juice,,,,,
Berry Tart,Lemon Tart,Gongolais Cookie,Cheese Croissant,Chocolate Coffee,,,
